C02082_2,C02231_4,C02297_0,C02359_4,C02431_1,C02540_0,C02580_3,C02638_4,C02784_9,C02870_8,C02939_5,C03043_4,C03086_6,C03156_9,C03281_5,C03372_2,C03378_1,C03445_2,C03487_0,C03557_5,C03589_8,C03689_1,C03774_3,C03817_6,C03844_1,C03952_4,C03968_2,C04016_2,C04133_5,C04152_6,C04168_2,C04352_5,C04369_7,C04469_5,C04624_1,C04675_6,C04788_3,C04803_7,C04841_5,C05104_1,C05131_3,C05153_2,C05248_6,C05359_0,C05413_6,C05538_8,C05756_7,C05823_8,C05939_5,C06123_3,C06336_7,C06439_7,C06549_3,C06644_2,C06942_9,C07137_6,C07279_6,C07470_5,C07552_2,C07677_8,C07927_0,C08042_6,C08153_8,C08233_6,C08369_0,C08706_9,C08835_1,C09069_8,C09751_4,C09930_6,C010051_,C010193_,C010429_,C010567_,C010823_,C011016_,C011202_,C011411_,C011550_,C011999_,C012305_,C012684_,C012873_,C013277_,C013470_,C013714_,C013864_,C014014_,C014322_,C015109_,C015312_,C015502_,C015849_,C015996_,C016461_,C016703_,C017233_,C017393_,C018651_,C019910_,C021143_,C021688_,C022331_,C024040_,C024873_,C025923_,C026400_,C026733_,C028065_,C029237_,C031018_,C031804_,C032036_,C033405_
0.120713408,0.225265383,0.185112478,0.221093618,0.156760721,0.258040289,0.499944757,0.377091579,0.336242785,0.313776418,0.598254984,0.356498888,0.384849671,0.294114622,0.350264448,0.361988222,1.205824989,0.530466438,0.329249964,0.039217181,0.36517044,0.266130107,0.316047795,1.244189877,0.384437198,0.594767926,0.401065776,0.109597203,1.472822335,0.991221865,0.43096358,0.5727216,0.366079748,0.179694124,0.962542165,0.211231647,0.511793823,0.738978096,0.535558254,1.190742201,0.200493471,1.543768857,0.280369812,0.400963223,0.94908287,0.379879367,0.431470937,0.047267877,0.105293353,0.374108408,0.324384464,0.056133114,0.050653089,0.171968557,0.097671474,0.129371825,0.037308834,0.173294919,0.654769636,0.229316608,0.263904982,0.111458424,0.026419321,0.001928539,0.03350383,0.101833573,0.135189856,0.034956823,0.035086986,0.022586131,0.206530744,0.115262941,0.098042579,0.152591634,4.012398167,0.722687891,0.129920031,0.100999277,0.008411982,0.072940846,0.054010838,1.175476395,0.21607956,0.700554498,0.598447227,0.069759466,0.023678074,0.04774703,0.033166483,1.52823843,0.490252123,0.042920371,0.780153463,0.499579038,0.008221525,0.038206004,0.012239631,0.007160782,0.022539405,0.010443203,0.007284724,0.038056307,0.070928261,0.218814459,0.008854368,0.019241085,8.86E-04,0.024422342,0.049656806,0.033023483,0.009707332,7.12E-04,0.014691437,0.331788612
0.315223727,0.25098618,0.205156059,0.274041687,0.219882069,0.090799659,0.422713467,0.350891943,0.322258126,0.301099017,0.579150583,0.304866698,0.454604753,0.337339348,0.402721287,0.64405987,1.247880401,0.711689586,0.470871135,0.041949665,0.319077925,0.452554826,0.300276386,1.441477601,0.391239977,0.822946833,0.477143741,0.248860965,1.763703178,0.97533313,0.268361733,0.584001497,0.341627405,0.118381608,0.978754247,0.26564855,0.552880115,0.789855573,0.515165244,1.19303533,0.193831713,1.484221497,0.22551135,0.347229637,0.813566597,0.288847058,0.466252764,0.04461893,0.174563895,0.358542169,0.38545101,0.115700449,0.022099806,0.14897737,0.072346958,0.150228273,0.054323807,0.149554854,0.672626828,0.195891419,0.204340943,0.122138434,0.039346418,0.0191982,0.042419149,0.094668008,0.138479048,0.061757397,0.036335796,0.028330043,0.210356235,0.131766251,0.16982353,0.144455642,3.826366276,0.6742043,0.115244165,0.077872998,0.018557391,0.083507405,0.065536074,1.152557528,0.208438915,0.660813004,0.50600621,0.060719462,0.03635059,0.047422437,0.049175424,1.507699661,0.460884353,0.034717278,0.761597475,0.484988194,0.007066123,0.037077268,0.004055352,0.006769432,0.018288474,0.004942877,0.018048201,0.032801115,0.08812921,0.229767234,0.004410542,0.01849461,0.00460225,0.014455824,0.053610853,0.035442376,0.011043165,0.009886012,0.026346487,0.443880879
0.50195914,0.414037477,0.233096604,0.340826996,0.299871794,0.064314577,0.4927634,0.445125595,0.051546049,0.395317839,0.918040624,0.496380388,0.828498163,0.50871861,0.565253161,1.038485923,0.587220913,0.916221671,0.41393122,0.474054487,0.318636477,0.541146912,0.221978836,2.016422703,0.948364001,2.261124541,1.43485482,0.386319548,1.184471361,0.559785009,0.15623991,0.612041776,0.417337233,0.102962812,0.344995792,0.104685666,0.515644015,0.639208698,0.567643226,1.529465591,0.314226544,1.929593275,0.287697479,0.530132453,0.19038301,0.375575867,0.616819983,0.067938069,0.101657317,0.462429719,0.10655721,0.164438145,0.062786178,0.176155763,0.167401614,0.158235244,0.033090156,0.086222588,0.714259472,0.20762619,0.410956039,0.193008477,0.070884519,0.041695472,0.056516648,0.019002604,0.010604529,0.06380397,0.080058697,0.057214183,0.246676626,0.147601808,0.231387218,-0.00165184,1.043325942,0.184253898,0.01201959,0.020645939,0.024545325,0.02594802,0.107824956,0.176826529,0.041034394,0.174147665,0.059060396,0.196619704,0.308204663,0.217975796,0.026015587,1.79062225,0.654047517,0.052353842,1.150439737,0.767045422,6.62E-04,0.034656158,0.117588275,0.044619424,0.031209706,0.012924865,0.043946747,0.036664099,0.121775995,0.02856977,0.01044666,0.018581465,0.006604509,0.01299592,0.173644749,0.054209944,0.018291119,-6.40E-05,0.025574434,0.574717511
0.398214816,0.344326897,0.254524174,0.357768503,0.327138047,0.067103071,0.494160737,0.311077227,0.088110431,0.375612001,0.818259541,0.519295207,0.629000245,0.424024131,0.585949713,0.922136856,0.46810504,0.837950184,0.386961263,0.435966536,0.430604498,0.450229642,0.272508823,2.001809216,0.500255843,0.79916966,0.599295866,0.318232276,1.0675276,0.600511476,0.206326207,0.49646655,0.272608106,0.165640653,0.343843088,0.081168725,0.59424791,0.7019014,0.453270158,1.749539842,0.272011922,2.000932397,0.189367174,0.545844231,0.173600996,0.586379475,0.630980301,0.108333657,0.094736688,0.511186907,0.138474157,0.17865098,0.045850506,0.201757945,0.127299576,0.231634884,0.195440775,0.096261287,0.880868711,0.254956173,0.476212381,0.223337921,0.153577915,0.058852641,0.07319683,0.107608875,0.011436573,0.051506562,0.098436907,0.025945602,0.294887064,0.187480657,0.227515977,0.009108296,1.086041492,0.183874337,0.009085186,0.012064491,0.044122126,0.01233625,0.159123792,0.208045081,0.021073018,0.228791074,0.063435631,0.275073567,0.302043261,0.211362212,0.006161093,2.079438126,0.751804786,0.066570288,1.267822542,0.77433622,0.025022044,0.012531651,0.124170569,0.062484123,0.030750384,0.012249593,0.039090068,0.007102775,0.093844439,0.034193223,0.010262041,0.015970267,0.006633472,0.002227826,0.168914193,0.05025556,0.017619376,0.019573067,0.041010774,0.619550682
0.442033653,0.40179879,0.247227282,0.378256403,0.324606464,0.344164033,0.517243759,0.338478891,0.074101939,0.3096523,0.82821599,0.503987298,0.617855527,0.497011951,0.512391487,1.947098119,0.964802647,1.747772359,0.676433443,0.425322014,0.396904777,0.475829097,0.310055742,2.051756066,0.583054668,0.787446513,0.560006486,0.352803163,1.218952078,0.620300004,0.231929835,0.545568496,0.297012568,0.218686387,0.358005405,0.119942297,0.618002314,0.776131756,0.497840702,1.757009497,0.25816362,1.992091398,0.27663941,0.58259853,0.146957151,0.569574304,0.583657783,0.103254654,0.19172932,0.515332247,0.149465616,0.209721482,0.022782377,0.203307235,0.134216932,0.210695825,0.165329029,0.116349534,0.882065519,0.262788809,0.455152032,0.221218673,0.152545943,0.036982595,0.068163381,0.023315969,0.019692419,0.088665451,0.112437218,0.031840564,0.341296827,0.172699916,0.254237647,-0.009197342,1.036911516,0.202021365,0.024688439,0.025291817,0.04139414,0.003967684,0.108790378,0.200550071,0.043029391,0.217719465,0.06510406,0.285465135,0.310824643,0.220549966,0.009721138,2.090079184,0.742406445,0.072693462,1.216868555,0.661536837,0.032096261,0.03062989,0.1495971,0.087341337,0.014517956,0.012382626,0.037923294,0.019672613,0.085495143,0.026649373,-5.32E-04,0.011803483,3.12E-04,0.001916286,0.202922463,0.049891125,0.023449321,0.007915763,0.015702249,0.583956507
0.46985217,0.491572748,0.116520521,0.450939867,0.375223315,0.090931299,0.235667175,0.445091464,0.067003362,0.359298296,0.756227043,0.612419694,0.809258391,0.54019084,0.597901154,1.679519039,0.856792735,1.689404497,0.947990861,0.54322459,0.07862795,0.626815143,0.212707513,2.200574967,0.842835354,3.694863191,2.232061643,0.073078503,2.879582391,1.633107825,0.660295588,0.829226951,0.522609126,0.343479367,1.220762909,0.250671822,0.587603978,0.845725615,0.311328322,0.731723162,0.193943195,1.061327839,0.078814583,0.196700296,0.503264796,0.221439155,0.265832777,0.081740719,0.062485127,0.2030064,0.119183494,0.079369498,0.012427713,0.156603187,0.178516482,0.14695557,0.120869674,0.066123555,0.376168687,0.143684523,0.125173276,0.20514182,0.124313245,0.047312094,0.074205437,0.003899812,0.03541713,0.049182205,0.07325415,0.044423962,0.143189181,0.246914736,0.210053403,0.044989242,2.138144166,0.388064453,0.051005412,0.041410402,0.054726472,0.020438837,0.142490511,0.51504176,0.114081635,0.444552245,0.139719287,0.208393198,0.50734513,0.257918658,0.085519744,0.921199244,0.343822027,0.030287887,0.433287609,0.481396993,0.018236024,0.013076808,0.04703511,0.028776145,0.051479178,0.009285741,0.063675533,0.024042212,0.1239439,0.070147681,0.002019082,0.008689812,0.003574684,0.003511219,0.107108203,0.069385893,0.011750392,0.007400556,0.026845541,0.795680458
0.587497023,0.535494944,0.11066552,0.458641943,0.461080414,0.009351974,0.234804766,0.416740296,0.097905126,0.416410507,0.725070378,0.714363378,0.84031891,0.607670269,0.650865293,1.330039122,0.788475274,1.341963219,0.753547087,0.557681704,0.119869488,0.612519525,0.294865498,2.275036018,0.81804792,1.833926868,1.050504235,0.174057111,2.213677722,1.258574679,0.513348277,0.734058349,0.517267856,0.350594326,1.128614832,0.109898138,0.520854808,0.712038283,0.296175938,0.752416157,0.171194396,1.033980121,0.087050854,0.214791068,0.479570599,0.231243241,0.248458973,0.041227374,0.026708554,0.175248701,0.155045828,0.120082128,0.003427879,0.139962623,0.189849749,0.234310571,0.152327415,0.112689263,0.354281708,0.129088268,0.053982461,0.206438388,0.189360183,0.102884276,0.0694752,0.00199789,0.042733139,0.085722399,0.07634632,0.037784845,0.136454305,0.266861088,0.17999459,0.033975304,2.207952125,0.645104887,0.04261094,0.039277064,0.058729227,0.023514386,0.185461644,0.509630013,0.107916705,0.409482318,0.10641201,0.249488656,0.500744296,0.242887709,0.068801482,0.944070769,0.37646593,0.033356981,0.43141098,0.428397218,0.010463358,0.006008974,0.059534292,0.021879927,0.046906228,0.005928074,0.058279355,0.033347006,0.155015853,0.069185415,0.006770605,0.012554102,0.009621145,0.004614606,0.110953886,0.080251424,0.00991555,-1.75E-04,0.021670022,0.822524381
0.603786263,0.534021884,0.128863141,0.396251933,0.408114038,-0.022947442,0.215257229,0.380477538,0.055115663,0.449535751,0.704647727,0.810751038,0.784033033,0.570526934,0.588530748,1.754032092,1.017530858,2.092083199,1.101336318,0.534464853,0.148862821,0.623048927,0.28984439,2.291114157,0.531074272,1.090025035,0.645717236,0.284265473,1.650762179,1.084045177,0.530604265,0.622491388,0.46965212,0.282140402,0.889676723,0.065122154,0.42572094,0.607908855,0.437579046,0.852406306,0.144966873,1.055277349,0.089444139,0.251635275,0.436043065,0.278744699,0.272858274,0.06164437,0.082398946,0.197599854,0.154911895,0.067517611,0.006964658,0.138169277,0.155416991,0.240205754,0.180188787,0.10536939,0.34128544,0.120513891,0.079717142,0.191363461,0.169425638,0.104151697,0.111020153,0.00761787,0.028365704,0.070237525,0.092166639,0.038085226,0.159028165,0.252921773,0.181776147,0.027297187,2.143620017,0.663109991,0.068253793,0.032671803,0.060726587,0.00952162,0.167218022,0.452131544,0.047821523,0.420160742,0.114114279,0.257133722,0.510792008,0.263983152,0.047916489,0.911102621,0.349053295,0.031125985,0.417785506,0.412069275,0.013651613,0.026494836,0.058706848,0.038679712,0.036636063,0.008795811,0.059994468,0.023956613,0.131052637,0.062692409,0.003475929,0.015714758,0.001661106,0.001375214,0.113551029,0.060571872,0.00847642,-2.73E-04,0.041674543,0.789357891
0.131767593,0.231196259,0.280991188,0.260165037,0.162718209,0.272800809,0.633218414,0.361290349,0.173913543,0.304651623,0.660537035,0.3452849,0.389166099,0.251061506,0.362505228,0.551991775,1.049012238,0.608004873,0.432382025,0.054814565,0.457388492,0.275368325,0.162473877,1.26196883,0.410533858,1.193423347,0.827176646,0.062111281,1.913535711,1.277895226,0.594791402,0.435545683,0.29543468,0.088575488,0.717249729,0.349584255,0.53960402,0.653699133,0.386340573,1.721322474,0.339428649,2.114459718,0.328562815,0.536940805,0.802960579,0.424219387,0.661936486,0.050721058,0.07152817,0.530643951,0.343286722,0.095244895,0.027635995,0.206574986,0.129038578,0.133890581,0.023453027,0.147874771,0.986924542,0.297225978,0.310493537,0.141164737,0.041074306,0.172771384,0.034825674,-5.73E-05,0.118011916,0.049243309,0.04844461,0.029401412,0.276931388,0.223138693,0.134374489,0.313346276,3.268284057,0.632831184,0.117563678,0.084407473,0.01608686,0.092012902,0.062832296,1.10343089,0.22127133,0.749529892,0.389216515,0.053515766,0.085210701,0.058606272,0.029288994,2.02889698,0.66659107,0.061346326,0.921093511,0.653390353,0.001940903,0.02878096,0.012285041,0.00479514,0.022795655,0.002163324,0.015714034,0.030978744,0.067919649,0.184838376,0.010073667,0.028919628,0.010570493,0.019883891,0.060080311,0.027562876,0.021319285,0.015846702,0.02164003,0.323999906
0.140266889,0.156541765,0.278456837,0.19905651,0.127453265,0.363783729,0.625836106,0.407749548,0.195032854,0.288569204,0.669605492,0.354599456,0.33374295,0.275939764,0.363781133,0.629844512,1.163039969,0.689444256,0.457879296,0.026269034,0.512747601,0.254879165,0.204451206,1.20907814,0.307256018,0.634814582,0.410804432,0.268242863,2.157673396,1.298270907,0.556141425,0.479524495,0.227976315,0.107192017,0.947151837,0.47229242,0.700672471,0.74676912,0.416539649,1.994192652,0.324870718,2.33440809,0.374331594,0.64153503,0.85930799,0.560164492,0.780079162,0.041548783,0.084446923,0.621406354,0.391675825,0.145962983,0.048133915,0.215687084,0.165397741,0.136175282,0.03532331,0.173202841,1.012413022,0.308613483,0.34234636,0.13527271,-2.53E-04,0.141316086,0.057065562,0.002242934,0.112939454,0.05724746,0.052986076,0.019902516,0.322088139,0.22948384,0.140393567,0.312600226,3.434681628,0.61695899,0.12098897,0.094498682,0.021823125,0.072847382,0.059992217,1.139422801,0.12279333,0.78770797,0.40690054,0.079776561,0.107248798,0.068191056,0.009101759,2.083129446,0.661615325,0.070244193,0.928897439,0.616234504,0.009990508,0.035635759,0.010980054,0.0077711,0.018838877,0.009420194,0.011422233,0.031744117,0.053444642,0.167248735,0.008053813,0.02796072,0.003496221,0.01831604,0.058421593,0.024024943,0.017690853,0.020226267,0.0206263,0.229102069
0.232585704,0.181899627,0.259837267,0.232057612,0.140388358,0.109698236,0.504401533,0.314499443,0.100628452,0.304405483,0.611763896,0.31798925,0.419188184,0.305532678,0.35746134,0.439317195,0.872400901,0.641166719,0.391005156,0.310113641,0.413179805,0.320650454,0.168440364,1.17782809,0.489413562,1.534711646,0.851401621,0.248715219,1.527665595,0.939475796,0.427446804,0.438359735,0.264420726,0.126824587,0.626671074,0.27450272,0.423237398,0.523445485,0.254214678,1.337208001,0.268334351,1.747534657,0.249481339,0.419701317,0.615940441,0.300868562,0.523223378,0.034141739,0.156109324,0.456915592,0.284731887,0.062665022,0.028401988,0.150252787,0.106587023,0.078829704,0.032645277,0.13164219,0.727674354,0.225995449,0.229647578,0.148553707,0.030116564,0.215141859,0.003550019,0.014628895,0.094083142,0.06298261,0.037787708,0.030463765,0.225292523,0.204449785,0.094336208,0.24468828,3.165484432,0.544710802,0.101597488,0.073693185,0.018438618,0.050273345,0.056056982,0.98279898,0.179115351,0.685275682,0.36756814,0.062834277,0.089799992,0.038795378,0.01845084,1.801831506,0.61128839,0.034902714,0.860145177,0.691449787,0.001224903,0.016618382,0.005868781,0.0053608,0.016299296,0.006116854,0.01387185,0.040406014,0.067561711,0.16146754,0.006556458,0.026157156,0.002907309,0.022975382,0.039112442,0.034581781,0.030982917,0.05832427,0.07469294,0.36879729
0.494042641,0.370467329,-0.010628326,0.380104487,0.357880787,0.08713835,0.300084289,0.369441246,0.126486475,0.383612841,0.625364957,0.429235265,0.654976434,0.524152987,0.454049177,7.306112766,2.201942479,6.506575448,2.934119706,0.18895284,0.158203947,0.469131954,0.154725142,2.058987341,0.418781455,1.393866774,0.674574614,0.104153186,5.279972214,2.251845723,0.723948549,2.796892288,1.626527321,0.504523112,1.686751544,0.253962255,1.604333893,2.041904329,0.218393662,1.318576042,0.162450732,1.376574657,0.092795109,0.441611471,0.205012144,0.027503579,0.41112702,0.052822027,0.309389709,0.331273989,0.122065773,0.121877986,0.013241208,0.12139502,0.075175994,0.173273656,0.19217847,0.116147779,0.502668772,0.158715848,0.210397246,0.185364744,0.155521265,0.075026384,0.083317131,0.013485949,0.072764339,0.050002235,0.149461131,0.023203761,0.265546866,0.218068076,0.442301316,0.006191443,1.280949115,0.355333617,0.047230969,0.005576105,0.040321697,0.017372011,0.155872481,0.276727691,0.039147476,0.168240607,0.031887978,0.146888957,0.289561448,0.139374651,0.057162223,1.100237198,0.36965125,0.085044114,0.527929454,0.408844387,0.057478992,0.01093132,0.03862661,0.059712914,0.032975208,0.011578522,0.045044226,-0.001455358,0.08929315,0.040766893,0.018145887,0.008533845,0.019270062,0.006766328,0.102536427,0.049206827,0.009424347,0.005627888,0.026262662,0.49001758
0.477250475,0.453668507,0.144704755,0.38426481,0.351067926,0.102931946,0.425466528,0.365160466,0.035992708,0.374935564,0.696537984,0.49762692,0.712443619,0.459799478,0.505374258,4.182823398,1.628493263,3.734621732,1.794206786,0.387970096,0.139448729,0.388175287,0.13624928,1.779691856,0.452450814,1.164398341,0.633823651,0.091092364,3.261946017,1.845605785,0.640215585,1.793057673,1.261370439,0.329017689,1.289479209,0.159703672,1.1682825,1.808799874,0.540038013,1.177810368,0.137383885,1.483436769,0.144791545,0.373351029,0.189605182,0.359250926,0.408642985,0.1109708,0.226044247,0.345285158,0.13043914,0.099870646,0.043691994,0.189301636,0.150057236,0.16340928,0.180456538,0.159042796,0.543239368,0.181819963,0.255523124,0.18068295,0.137275948,0.135957325,0.104274702,0.013966015,0.052164947,0.061072072,0.147892785,0.032961997,0.238762426,0.212255149,0.428667804,-0.005282937,1.269116613,0.239501685,0.030544134,0.024229043,0.037504633,0.018669803,0.154324122,0.278737569,0.04089643,0.206720615,0.039009159,0.200481254,0.363688348,0.217122254,0.021359806,1.33199439,0.502860041,0.064360049,0.705378304,0.5431439,0.042395795,0.012176975,0.043229381,0.066974492,0.032027933,0.014609985,0.042990981,0.009566651,0.082012438,0.046905678,0.013415314,0.011689986,0.004417207,0.014625292,0.152943248,0.053332118,0.006373788,-3.53E-04,0.009793884,0.605918236
0.423467171,0.351652847,0.160843369,0.250899892,0.291069295,0.101332301,0.444696433,0.354731354,0.078215643,0.327446461,0.712007117,0.505682027,0.611456182,0.411350793,0.402980178,3.138434676,1.180807544,2.693593346,1.398124855,0.335266206,0.215744666,0.453794281,0.203062192,1.596595198,0.393821502,1.238442061,0.690542809,0.292676546,2.585254052,1.69037137,0.646895684,1.570093303,1.272524311,0.252165989,1.15168118,0.117283713,1.077663855,1.598118739,0.658685778,1.312707622,0.233720366,1.850152274,0.171729641,0.469930085,0.350164038,0.396990458,0.499830176,0.114292043,0.270404299,0.400675622,0.15471576,0.156458785,0.021898026,0.180503347,0.167970303,0.142649094,0.041783708,0.142631247,0.646279045,0.185728253,0.301356508,0.133592962,0.115550459,0.064056394,0.102846094,0.020111121,0.043612391,0.052873785,0.130398319,0.006324527,0.220689237,0.192138132,0.457219142,6.28E-04,1.460527827,0.27015138,0.050171567,0.024229733,0.04483466,0.023484379,0.106666377,0.410115304,0.092465583,0.27222205,0.079647829,0.208384438,0.400303892,0.247871004,0.010850006,1.46772232,0.52069707,0.085834929,0.847589967,0.670555739,0.063614608,0.028807633,0.023028524,0.059179631,0.025139674,0.014557016,0.033691978,0.009745394,0.092503857,0.038315397,0.010633025,0.01015317,0.005541195,0.004061999,0.181663034,0.042021594,0.008036117,0.015427124,0.029348229,0.519358477
0.325776149,0.349418005,0.149096895,0.348016454,0.233891442,-0.025399009,0.319094434,0.32015869,0.045095429,0.321261411,0.597329814,0.245756946,0.501328258,0.411369566,0.482674432,1.299034435,1.180382197,1.350417297,0.867460684,0.430791176,0.161140276,0.521200389,0.134253381,1.491700282,0.460634534,0.986789698,0.635819344,0.028124185,3.633899099,2.335285996,0.647710289,1.146089998,0.845920917,0.345041808,1.992825416,0.788415838,0.737406177,1.060987715,0.362358127,1.206174455,0.14606274,1.248945935,0.153422306,0.283128341,0.549640007,0.305915843,0.363458757,0.007998674,0.080179468,0.30881373,0.255751184,0.138667458,0.019700023,0.162156828,0.126658618,0.152424319,0.136155101,0.157278463,0.620331837,0.190336902,0.104065809,0.14407831,0.056293296,0.021691315,0.041913057,0.008473978,0.122372058,0.090823819,0.036236375,0.010466307,0.233744649,0.234742122,0.269619846,0.165638295,3.093688818,0.521152535,0.101930059,0.027534564,0.021750892,0.063754391,0.088132405,1.041173431,0.194199844,0.663122848,0.270699376,0.041469914,0.031470072,0.020356766,0.121897663,1.566131311,0.512415863,0.024221989,0.523239989,0.446376562,0.007940362,0.011534946,0.012948377,6.46E-04,0.030652254,0.020666137,0.009248082,0.031853679,0.096127167,0.173385671,0.006232654,0.018494635,0.010129888,0.010079177,0.043362768,0.046750818,0.02285075,0.009161238,0.017078404,0.454462929
0.276331367,0.250898593,0.250612206,0.241957181,0.195344726,0.051237394,0.516720137,0.359723946,0.298094648,0.291990835,0.570318261,0.316445331,0.425355003,0.301572639,0.340401562,0.783029159,1.241883768,1.06041522,0.641401332,0.107695768,0.235915754,0.416128388,0.321085132,1.232479331,0.387999315,1.292212531,0.727957642,0.088854903,1.851795776,1.168047645,0.410551497,0.702355385,0.558873392,0.246001878,1.240879631,0.313597741,0.445241283,0.651645281,0.571590581,1.260881563,0.253935865,1.665256269,0.239116547,0.386137482,0.764740249,0.303242062,0.49592991,0.052163951,0.076508717,0.407612051,0.317175772,0.119950805,0.0199343,0.188653187,0.084281104,0.109036637,0.027336553,0.168637002,0.703768545,0.219328108,0.159603831,0.214812699,0.03066459,0.028005142,0.04389713,-0.008491167,0.107640774,0.056393497,0.068732852,0.033664623,0.217635925,0.17349197,0.233004638,0.220812661,3.464590694,0.595523562,0.114808902,0.085856536,0.014720448,0.114719217,0.051490314,1.196476972,0.227089771,0.680661315,0.333769247,0.039852048,0.052569318,0.066022157,0.049624245,1.557735838,0.495704716,0.047961104,0.748094774,0.597480163,0.009324671,0.042908785,0.009683635,0.010647693,0.020250869,0.008392253,0.012791242,0.020052434,0.06019835,0.285749925,0.005181127,0.021327249,0.00493531,0.024280786,0.084600764,0.036257544,0.007499926,0.011761933,0.0184551,0.405425824
0.304693525,0.244982942,0.208052872,0.286743731,0.230940084,0.317651373,0.532956525,0.478587372,0.346212153,0.289552807,0.677991072,0.310501324,0.424605739,0.330415566,0.360295236,0.309856245,1.279726068,0.587974989,0.365482746,0.07075772,0.374925766,0.383489366,0.321867538,1.319524738,0.312436429,0.739603914,0.346548895,0.247721069,1.195382374,0.615982252,0.229551409,0.512820306,0.295964345,0.156001149,1.024023083,0.220539678,0.329838478,0.319621041,0.33339859,1.333535807,0.254880193,1.848070249,0.317042075,0.521356961,0.896267346,0.344341828,0.608239576,0.082724175,0.183583719,0.474225631,0.412122702,0.134653072,0.03873397,0.185279174,0.111628268,0.126285997,0.10863745,0.190286463,0.692127199,0.21659091,0.160874097,0.148568601,0.088750433,0.030037678,0.060475279,0.017050859,0.095000042,0.059150134,0.065951009,0.030135274,0.262331785,0.212867654,0.22338237,0.248504964,3.838735783,0.661748829,0.131599195,0.070521695,0.029836097,0.113156731,0.072397463,1.27936968,0.215320348,0.707500158,0.339593718,0.03531062,0.020687192,0.036504174,0.022168149,1.468567049,0.484039581,0.043023457,0.748080831,0.575453233,0.006905581,0.031005689,0.005960096,0.008717443,0.021332688,0.004661978,0.01491394,0.033499704,0.062929925,0.309145986,0.009649607,0.018403563,0.001890169,0.015481808,0.080374028,0.028627619,0.004958998,0.025667222,0.041747143,0.363985374
0.448133277,0.455826065,0.070087694,0.441634631,0.259419319,0.070337876,0.218702124,0.084022491,1.77E-04,0.416760885,0.619154263,0.378962465,0.587722299,0.530469344,0.581697066,1.902661703,0.749329896,2.248561969,0.844143437,0.440764519,0.080875898,0.516333758,0.183776861,1.972890809,0.566825361,0.876805541,0.552804944,0.078890478,11.75733195,7.354559318,2.11080478,2.41518969,1.76393841,0.14278875,1.961019437,0.18194462,0.78779658,1.354903083,0.472183675,0.679158308,0.115247567,0.845033579,0.096447303,0.167544578,0.313597149,0.233158323,0.255030416,0.068032099,0.120484457,0.215187185,0.172510513,0.071884179,0.023172956,0.255797777,0.06304498,0.245658522,0.18234268,0.120593185,0.297391332,0.136434315,0.161762978,0.171184462,0.185276434,0.10160688,0.077882019,0.240251748,0.306377711,0.117796167,0.06967394,0.011847202,0.139535044,0.210867649,0.599605203,8.17E-05,1.659210777,0.266099982,0.021238595,0.032836012,0.032632227,-2.08E-04,0.149279685,0.466209454,0.099086916,0.31667358,0.073133003,0.415841995,0.387093173,0.162998538,0.076198887,0.790134436,0.244811813,0.023114043,0.546096846,0.262164974,0.016427793,0.054778023,0.016896659,0.021261999,0.037666457,0.019021716,0.031643054,0.035820627,0.150819374,0.047523293,0.009168263,0.011630194,0.005693388,0.00730869,0.059292055,0.063445137,0.002893312,0.002649119,0.013364622,0.669849505
0.554247663,0.485238184,0.124864102,0.350622364,0.273443976,-0.038831423,0.270426622,0.369330669,0.002057327,0.376956332,0.647986993,0.52427652,0.614725506,0.486213903,0.605633635,1.906225379,0.975997902,2.450095949,0.902090402,0.439054238,0.127696795,0.498863436,0.231962126,2.096121553,0.609754713,1.023620965,0.527243806,0.328593658,6.116306639,3.215296544,1.061780774,1.426260758,0.994108333,0.100158484,1.152339377,0.060713097,0.552725124,0.831556471,0.334780518,0.95030962,0.12500386,1.052274934,0.07573047,0.330781894,0.38721294,0.247794426,0.331882947,0.080531071,0.097992346,0.285018236,0.161079875,0.096728411,-0.009997286,0.267421806,0.076304601,0.203590605,0.161063646,0.106756085,0.381864586,0.181751465,0.187480181,0.19367044,0.192271599,0.085594153,0.1234726,0.134591322,0.270838249,0.127108573,0.032554221,0.046700105,0.174875569,0.221843974,0.606695978,0.015918644,1.816757648,0.320162029,0.026587754,0.041155225,0.064824833,0.002866057,0.171494203,0.51952334,0.1210076,0.330899704,0.090592346,0.522284629,0.468898801,0.159487373,0.024273758,0.990318345,0.299992704,0.02237503,0.713079709,0.327116581,0.013822381,0.067438095,0.018190556,0.017173197,0.034909891,0.025216007,0.036280136,0.027261718,0.125104488,0.06662475,0.001620853,0.018279583,0.006843105,0.012925518,0.060202102,0.060810076,0.011199092,0.002395942,0.019062159,0.667625446
